"date","year","description"
"1984-2-18","1984","en España, la casi totalidad de los españoles se declara católico, aunque solo el 35,2% es practicante, según fuentes estadísticas."
"1985-2-18","1985","en Reino Unido, el legendario logo ""mirror globe"", usado por primera vez en 1969, se ve por última vez en una rotación regular de la BBC1."
"1986-2-18","1986","tropas israelíes ocupan de nuevo Líbano para liberar a dos rehenes."
"1986-2-18","1986","en Alexandra, barrio negro de Johannesburgo (Sudáfrica), los disturbios raciales dejan un saldo de "
"1986-2-18","1986","en la Unión Europea se firma el Acta Única."
"1988-2-18","1988","el Politburó soviético destituye a Borís Yeltsin en la pugna sostenida por la implantación de la Perestroika."
"1989-2-18","1989","en Marrakech (Marruecos) se crea la Unión del Magreb Árabe (UMA), acuerdo entre los jefes de Estado de Marruecos, Libia, Argelia, Túnez y Mauritania."
"1989-2-18","1989","en Italia, Arnaldo Forlani sustituye a Ciriaco De Mita en la secretaría general de la Democracia Cristiana."
"1991-2-18","1991","en las estaciones de Paddington y Victoria, en Londres (RU), el IRA hace estallar bombas en la madrugada."
"1992-2-18","1992","en Sevilla (España), un incendio accidental devasta el pabellón de los Descubrimientos, buque insignia de la Expo-92."
"1994-2-18","1994","en Berlín (Alemania), Sophia Loren recibe un Oso de Oro especial del Festival Internacional de Cine, como reconocimiento a su carrera cinematográfica."
"1995-2-18","1995","en San Francisco (California) se inaugura el Museo de Arte Moderno, diseñado por el arquitecto Mario Botta."
"1998-2-18","1998","en Nevada (Estados Unidos), la policía arresta a dos racistas blancos, acusados de un complot para usar armas biológicas en el metro de Nueva York."
"1998-2-18","1998","la ciudad gallega de Santiago de Compostela (España) es galardonada con el Premio Europeo de Urbanismo, instituido por la Comisión Europea."
"1999-2-18","1999","dimiten tres ministros griegos tras la detención del líder kurdo Abdullah Öcalan, que había permanecido en territorio griego durante dieciséis días."
"2000-2-18","2000","en Croacia, Stjepan Mesić se convierte en presidente."
"2000-2-18","2000","en Irán, las elecciones parlamentarias dan la mayoría a los aperturistas partidarios del presidente Muhammad Jatami."
"2000-2-18","2000","se inaugura el congreso anual de la Asociación Estadounidense para el Avance de la Ciencia (AAAS) bajo el lema «La ciencia en un milenio incierto»."
"2001-2-18","2001","en Berlín Intimidad, la producción francesa del cineasta Patrice Chérau consigue el Oso de Oro de la LI edición del Festival de Cine."
"2001-2-18","2001","en los Estados Unidos, el agente del FBI Robert Hanssen es arrestado por espiar para la Unión Soviética. Será sentenciado a prisión perpetua."
"2002-2-18","2002","en Europa, comienza a cotizar en Bolsa el grupo europeo Arcelor, uno de los más importantes grupos siderúrgicos del mundo."
"2003-2-18","2003","en Murueta (Vizcaya), la Ertzaintza desactiva una bomba con siete kilos de dinamita."
"2003-2-18","2003","en Perú, Vladimiro Montesinos (exjefe del Servicio de Inteligencia Nacional) se sienta en el banquillo para responder por un delito de tráfico de influencias."
"2003-2-18","2003","en Bolivia, el Consejo de Ministros presenta su renuncia colectiva al presidente Gonzalo Sánchez de Lozada."
"2003-2-18","2003","el cometa C/"
"2004-2-18","2004","en Berlín, Gerhard Schröder, Jacques Chirac y Tony Blair, reunidos en la cumbre, proponen la creación de un vicepresidente económico europeo."
"2004-2-18","2004","en Rusia, un misil nuclear se autodestruye durante unas maniobras."
"2004-2-18","2004","India y Pakistán pactan una agenda de negociaciones para solucionar el conflicto de Cachemira."
"2005-2-18","2005","en Reino Unido se prohíbe por ley la caza del zorro, de la liebre y otros deportes que matan mamíferos salvajes."
"2005-2-18","2005","la revista Science presenta el primer mapa de las insignificantes diferencias genéticas existentes entre los seres humanos."
"2006-2-18","2006","en la playa carioca de Copacabana (Río de Janeiro, Brasil), más de dos millones de personas se reúnen para ver un concierto gratuito del grupo de rock Rolling Stones."
"2006-2-18","2006","en la República Democrática del Congo, empieza a regir la nueva constitución, contemplada dentro de los acuerdos de paz de Lusaka."
"2006-2-18","2006","en los Territorios Palestinos se constituye el nuevo parlamento, controlado por Hamás."
"2007-2-18","2007","en Andalucía (España) un referéndum ratifica el Estatuto de Autonomía de Andalucía."
"2007-2-18","2007","inicio de la conmemoración como Día Internacional del Síndrome de Asperger (en honor al nacimiento de Hans Asperger)."
"2010-2-18","2010","en Níger sucede un golpe de Estado."
"2012-2-18","2012","en Tegucigalpa (Honduras) sucede un incendio en los mercados de Comayagüela."
"2013-2-18","2013","en Caracas (Venezuela), el presidente Hugo Chávez, retorna al país después de estar dos meses y siete días en Cuba, recuperándose de una operación por el cáncer que lo afectaba."
"2017-2-18","2017","en la provincia de Mendoza (Argentina) vuelca un ómnibus que viajaba de la ciudad de Mendoza a Santiago de Chile, causando "
"2021-2-18","2021","el Rover Perseverance aterriza en el planeta Marte."
"2022-2-18","2022","en la Provincia de Corrientes (Argentina), el gobernador Gustavo Valdes declara a la provincia como ""Zona de Catástrofe Ecológica y Ambiental"" en marco de los incendios forestales sin precedentes que quemaron más del 10% de la superficie provincial.[1]"
"3102-2-18","3102","según el astrónomo indio Varaja Mijira (505-587), comienza la era kali yuga (que durará 432."
"197-2-19","197","en Lugdunum (la actual Lyon), el emperador romano Septimio Severo (145-211) derrota al usurpador Clodio Albino (147-197) en la batalla de Lugdunum, la más sangrienta entre ejércitos romanos."
"356-2-19","356","el emperador Constancio II emite un decreto que cierra todos los templos paganos en el Imperio romano."
"607-2-19","607","Bonifacio III es elegido papa."
"1493-2-19","1493","la armada portuguesa intenta apresar en las islas Azores a Cristóbal Colón en su viaje de regreso, para evitar que divulgue la otra ruta hacia Las Indias que cree haber descubierto."
"1549-2-19","1549","en Valladolid, el rey Carlos I crea el Archivo General de Simancas según real cédula."
"1594-2-19","1594","habiendo sido elegido para el trono de Polonia-Lituania en 1587, Segismundo III de la Casa de Vasa es coronado rey de Suecia, y sucediendo a su padre Juan III de Suecia en 1592."
"1600-2-19","1600","en el Virreinato del Perú explota el volcán Huaynaputina ("
"1602-2-19","1602","en Colombia, se funda el municipio de Paipa (Boyacá)"
"1649-2-19","1649","tiene lugar la batalla de los Guararapes, terminando efectivamente los esfuerzos de colonización neerlandeses en Brasil."
"1726-2-19","1726","el Consejo Supremo Privado es fundado en Rusia."
"1803-2-19","1803","Napoleón Bonaparte impone a Suiza el Acta de Mediación, que resume en un texto único la Constitución federal y las cantonales."
"1814-2-19","1814","Noruega, en su resistencia a la dominación sueca, toma por regente al príncipe de Dinamarca Christian Federico."
"1819-2-19","1819","el explorador británico William Smith descubre las Islas Shetland del Sur."
"1834-2-19","1834","se autoriza la construcción del primer ferrocarril alemán, que enlazaría las ciudades de Núremberg y Fürth, distantes entre sí "
"1836-2-19","1836","en España, Juan Álvarez Mendizábal decreta la venta de todos los bienes de las extintas órdenes religiosas, dentro del proceso desamortizador."
"1845-2-19","1845","en Tolima (Colombia) entra en erupción el volcán Nevado del Ruiz, dejando un saldo de unas mil víctimas fatales."
"1861-2-19","1861","en Rusia es abolida la servidumbre."
"1868-2-19","1868","en Uruguay es asesinado el expresidente colorado Venancio Flores "
"1868-2-19","1868","en Uruguay es asesinado el expresidente blanco Bernardo Berro como represalia al asesinato de Venancio Flores. Se cree que el autor del disparo fue el hijo del propio Flores."
"1878-2-19","1878","en Estados Unidos, Thomas Alva Edison patenta el fonógrafo."
"1881-2-19","1881","Kansas se convierte en el primer estado de Estados Unidos en prohibir las bebidas alcohólicas."
"1893-2-19","1893","el buque SS Naronic desaparece en el mar con "
"1910-2-19","1910","Alemania, Italia y Suiza firman el acuerdo sobre el ferrocarril del San Gotardo."
"1910-2-19","1910","se inaugura el estadio Old Trafford, donde el Manchester United juega de local."
"1913-2-19","1913","en México, Francisco I. Madero es obligado a prestar su renuncia como Presidente de México."
"1913-2-19","1913","en México asume como presidente interino Pedro Lascuráin Paredes, quien gobernó solo durante "
"1913-2-19","1913","en México asume la presidencia Victoriano Huerta tras la dimisión de Pedro Lascuráin."
"1913-2-19","1913","el general Alfaro toma la ciudad de Tetuán sin recurrir a las armas."
"1915-2-19","1915","en el marco de la Primera Guerra Mundial, comienza la Batalla de Galípoli."
"1918-2-19","1918","en el marco de la Primera Guerra Mundial, los franceses realizan una incursión aérea sobre Mannheim (puerto fluvial alemán en el río Rin)."
"1919-2-19","1919","en Francia, el anarquista Louis Cottin realiza un atentado frustrado contra Georges Clemenceau, presidente del Consejo de Ministros."
"1919-2-19","1919","en España, en la revista Grecia y diversos periódicos, aparece el Manifiesto ultraísta firmado por Guillermo de Torre y Pedro Garfias, entre otros."
"1924-2-19","1924","el Patriarca Ecuménico de Constantinopla excomulga al fundador de la Iglesia Ortodoxa Turca, papa Eftim I, tras haber ocupado la iglesia greco-ortodoxa de Santa María de Kaffa (Panagia Kaphatiani), situada en el barrio estambulí de Gálata."
"1925-2-19","1925","el recién ascendido coronel Francisco Franco es designado jefe del Tercio de Marruecos."
"1925-2-19","1925","en Venecia se estrena la comedia musical Gli amanti sposi (de Ermanno Wolf-Ferrari)."
"1926-2-19","1926","en Nueva York se subasta en 106."
"1927-2-19","1927","en Shanghái se realiza una huelga insurreccional contra el dictador de la ciudad, general Sun Chuan Fang, y contra las fuerzas británicas de ocupación."
"1928-2-19","1928","Malcolm Campbell establece la marca de velocidad automovilística en 333,"
"1928-2-19","1928","en Asunción (Paraguay) se funda el Partido Comunista Paraguayo."
"1936-2-19","1936","en España comienza el primer gobierno de la Segunda República Española, que fue presidido por Manuel Azaña tras las elecciones que dieron la victoria al Frente Popular."
"1937-2-19","1937","durante una ceremonia pública por el 12 de yekatit en el Palacio Virreinal (la antigua residencia imperial) en Addis Abeba, Etiopía, dos nacionalistas etíopes de origen eritreo intentan asesinar al virrey Rodolfo Graziani con varias granadas."
"1941-2-19","1941","en el marco de la Segunda Guerra Mundial se crea el Afrika Korps al mando de Erwin Rommel."
"1941-2-19","1941","en la provincia de Pontevedra, un huracán abate unos "
"1942-2-19","1942","en Australia ―en el marco de la Segunda Guerra Mundial― casi "
"1942-2-19","1942","en el marco de la Segunda Guerra Mundial, Franklin D. Roosevelt firma el decreto que permite a las fuerzas armadas estadounidenses crear campos de concentración para internar a los japoneses que viven en los Estados Unidos."
"1942-2-19","1942","en Ecuador, el volcán Cotopaxi entra en actividad y causa grandes daños."
"1943-2-19","1943","en el marco de la Segunda Guerra Mundial, en Túnez comienza la Batalla del paso de Kasserine."
"1944-2-19","1944","en el marco de la Segunda Guerra Mundial, en Reino Unido, la Luftwaffe desencadena los mayores ataques contra Londres."
"1945-2-19","1945","Batalla de Iwo Jima: "
"1948-2-19","1948","la Cámara belga aprueba la concesión del voto a la mujer."
"1951-2-19","1951","se establece el mando general de las fuerzas de la OTAN en Rocquencourt, cerca de Versalles (Francia)."
"1951-2-19","1951","se estrena en Barcelona la película La revoltosa, protagonizada por Carmen Sevilla y Tony Leblanc."
"1952-2-19","1952","el general Perón proclama la necesidad de incrementar rápidamente en Argentina la producción agrícola y minera, y reducir el consumo de carne para aumentar las reservas de divisas."
"1953-2-19","1953","el gobernador del estado de Georgia (Estados Unidos) ―en esa época, uno de los más atrasados del país― crea la primera junta censora de literatura en la historia de Estados Unidos."
